Emoji,Unicode,Description
👩🏻‍❤️‍👨🏽,U+1F469 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FD,:couple_with_heart_woman_man_light_skin_tone_medium_skin_tone:
👩🏻‍❤️‍👨🏾,U+1F469 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FE,:couple_with_heart_woman_man_light_skin_tone_medium-dark_skin_tone:
👩🏻‍❤️‍👨🏿,U+1F469 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FF,:couple_with_heart_woman_man_light_skin_tone_dark_skin_tone:
👩🏻‍❤️‍👩🏻,U+1F469 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F469 U+1F3FB,:couple_with_heart_woman_woman_light_skin_tone:
👩🏻‍❤️‍👩🏼,U+1F469 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F469 U+1F3FC,:couple_with_heart_woman_woman_light_skin_tone_medium-light_skin_tone:
👩🏻‍❤️‍👩🏽,U+1F469 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F469 U+1F3FD,:couple_with_heart_woman_woman_light_skin_tone_medium_skin_tone:
👩🏻‍❤️‍👩🏾,U+1F469 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F469 U+1F3FE,:couple_with_heart_woman_woman_light_skin_tone_medium-dark_skin_tone:
👩🏻‍❤️‍👩🏿,U+1F469 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F469 U+1F3FF,:couple_with_heart_woman_woman_light_skin_tone_dark_skin_tone:
👩🏼‍❤️‍👨🏻,U+1F469 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FB,:couple_with_heart_woman_man_medium-light_skin_tone_light_skin_tone:
👩🏼‍❤️‍👨🏼,U+1F469 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FC,:couple_with_heart_woman_man_medium-light_skin_tone:
👩🏼‍❤️‍👨🏽,U+1F469 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FD,:couple_with_heart_woman_man_medium-light_skin_tone_medium_skin_tone:
👩🏼‍❤️‍👨🏾,U+1F469 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FE,:couple_with_heart_woman_man_medium-light_skin_tone_medium-dark_skin_tone:
👩🏼‍❤️‍👨🏿,U+1F469 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FF,:couple_with_heart_woman_man_medium-light_skin_tone_dark_skin_tone:
👩🏼‍❤️‍👩🏻,U+1F469 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F469 U+1F3FB,:couple_with_heart_woman_woman_medium-light_skin_tone_light_skin_tone:
👩🏼‍❤️‍👩🏼,U+1F469 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F469 U+1F3FC,:couple_with_heart_woman_woman_medium-light_skin_tone:
👩🏼‍❤️‍👩🏽,U+1F469 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F469 U+1F3FD,:couple_with_heart_woman_woman_medium-light_skin_tone_medium_skin_tone:
👩🏼‍❤️‍👩🏾,U+1F469 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F469 U+1F3FE,:couple_with_heart_woman_woman_medium-light_skin_tone_medium-dark_skin_tone:
👩🏼‍❤️‍👩🏿,U+1F469 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F469 U+1F3FF,:couple_with_heart_woman_woman_medium-light_skin_tone_dark_skin_tone:
👩🏽‍❤️‍👨🏻,U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FB,:couple_with_heart_woman_man_medium_skin_tone_light_skin_tone:
👩🏽‍❤️‍👨🏼,U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FC,:couple_with_heart_woman_man_medium_skin_tone_medium-light_skin_tone:
👩🏽‍❤️‍👨🏽,U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FD,:couple_with_heart_woman_man_medium_skin_tone:
👩🏽‍❤️‍👨🏾,U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FE,:couple_with_heart_woman_man_medium_skin_tone_medium-dark_skin_tone:
👩🏽‍❤️‍👨🏿,U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FF,:couple_with_heart_woman_man_medium_skin_tone_dark_skin_tone:
👩🏽‍❤️‍👩🏻,U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F469 U+1F3FB,:couple_with_heart_woman_woman_medium_skin_tone_light_skin_tone:
👩🏽‍❤️‍👩🏼,U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F469 U+1F3FC,:couple_with_heart_woman_woman_medium_skin_tone_medium-light_skin_tone:
👩🏽‍❤️‍👩🏽,U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F469 U+1F3FD,:couple_with_heart_woman_woman_medium_skin_tone:
👩🏽‍❤️‍👩🏾,U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F469 U+1F3FE,:couple_with_heart_woman_woman_medium_skin_tone_medium-dark_skin_tone:
👩🏽‍❤️‍👩🏿,U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F469 U+1F3FF,:couple_with_heart_woman_woman_medium_skin_tone_dark_skin_tone:
👩🏾‍❤️‍👨🏻,U+1F469 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FB,:couple_with_heart_woman_man_medium-dark_skin_tone_light_skin_tone:
👩🏾‍❤️‍👨🏼,U+1F469 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FC,:couple_with_heart_woman_man_medium-dark_skin_tone_medium-light_skin_tone:
👩🏾‍❤️‍👨🏽,U+1F469 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FD,:couple_with_heart_woman_man_medium-dark_skin_tone_medium_skin_tone:
👩🏾‍❤️‍👨🏾,U+1F469 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FE,:couple_with_heart_woman_man_medium-dark_skin_tone:
👩🏾‍❤️‍👨🏿,U+1F469 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FF,:couple_with_heart_woman_man_medium-dark_skin_tone_dark_skin_tone:
👩🏾‍❤️‍👩🏻,U+1F469 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F469 U+1F3FB,:couple_with_heart_woman_woman_medium-dark_skin_tone_light_skin_tone:
👩🏾‍❤️‍👩🏼,U+1F469 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F469 U+1F3FC,:couple_with_heart_woman_woman_medium-dark_skin_tone_medium-light_skin_tone:
👩🏾‍❤️‍👩🏽,U+1F469 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F469 U+1F3FD,:couple_with_heart_woman_woman_medium-dark_skin_tone_medium_skin_tone:
👩🏾‍❤️‍👩🏾,U+1F469 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F469 U+1F3FE,:couple_with_heart_woman_woman_medium-dark_skin_tone:
👩🏾‍❤️‍👩🏿,U+1F469 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F469 U+1F3FF,:couple_with_heart_woman_woman_medium-dark_skin_tone_dark_skin_tone:
👩🏿‍❤️‍👨🏻,U+1F469 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FB,:couple_with_heart_woman_man_dark_skin_tone_light_skin_tone:
👩🏿‍❤️‍👨🏼,U+1F469 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FC,:couple_with_heart_woman_man_dark_skin_tone_medium-light_skin_tone:
👩🏿‍❤️‍👨🏽,U+1F469 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FD,:couple_with_heart_woman_man_dark_skin_tone_medium_skin_tone:
👩🏿‍❤️‍👨🏾,U+1F469 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FE,:couple_with_heart_woman_man_dark_skin_tone_medium-dark_skin_tone:
👩🏿‍❤️‍👨🏿,U+1F469 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F468 U+1F3FF,:couple_with_heart_woman_man_dark_skin_tone:
👩🏿‍❤️‍👩🏻,U+1F469 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F469 U+1F3FB,:couple_with_heart_woman_woman_dark_skin_tone_light_skin_tone:
👩🏿‍❤️‍👩🏼,U+1F469 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F469 U+1F3FC,:couple_with_heart_woman_woman_dark_skin_tone_medium-light_skin_tone:
👩🏿‍❤️‍👩🏽,U+1F469 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F469 U+1F3FD,:couple_with_heart_woman_woman_dark_skin_tone_medium_skin_tone:
👩🏿‍❤️‍👩🏾,U+1F469 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F469 U+1F3FE,:couple_with_heart_woman_woman_dark_skin_tone_medium-dark_skin_tone:
👩🏿‍❤️‍👩🏿,U+1F469 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F469 U+1F3FF,:couple_with_heart_woman_woman_dark_skin_tone:
🧑🏻‍❤️‍🧑🏼,U+1F9D1 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FC,:couple_with_heart_person_person_light_skin_tone_medium-light_skin_tone:
🧑🏻‍❤️‍🧑🏽,U+1F9D1 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FD,:couple_with_heart_person_person_light_skin_tone_medium_skin_tone:
🧑🏻‍❤️‍🧑🏾,U+1F9D1 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FE,:couple_with_heart_person_person_light_skin_tone_medium-dark_skin_tone:
🧑🏻‍❤️‍🧑🏿,U+1F9D1 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FF,:couple_with_heart_person_person_light_skin_tone_dark_skin_tone:
🧑🏼‍❤️‍🧑🏻,U+1F9D1 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FB,:couple_with_heart_person_person_medium-light_skin_tone_light_skin_tone:
🧑🏼‍❤️‍🧑🏽,U+1F9D1 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FD,:couple_with_heart_person_person_medium-light_skin_tone_medium_skin_tone:
🧑🏼‍❤️‍🧑🏾,U+1F9D1 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FE,:couple_with_heart_person_person_medium-light_skin_tone_medium-dark_skin_tone:
🧑🏼‍❤️‍🧑🏿,U+1F9D1 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FF,:couple_with_heart_person_person_medium-light_skin_tone_dark_skin_tone:
🧑🏽‍❤️‍🧑🏻,U+1F9D1 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FB,:couple_with_heart_person_person_medium_skin_tone_light_skin_tone:
🧑🏽‍❤️‍🧑🏼,U+1F9D1 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FC,:couple_with_heart_person_person_medium_skin_tone_medium-light_skin_tone:
🧑🏽‍❤️‍🧑🏾,U+1F9D1 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FE,:couple_with_heart_person_person_medium_skin_tone_medium-dark_skin_tone:
🧑🏽‍❤️‍🧑🏿,U+1F9D1 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FF,:couple_with_heart_person_person_medium_skin_tone_dark_skin_tone:
🧑🏾‍❤️‍🧑🏻,U+1F9D1 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FB,:couple_with_heart_person_person_medium-dark_skin_tone_light_skin_tone:
🧑🏾‍❤️‍🧑🏼,U+1F9D1 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FC,:couple_with_heart_person_person_medium-dark_skin_tone_medium-light_skin_tone:
🧑🏾‍❤️‍🧑🏽,U+1F9D1 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FD,:couple_with_heart_person_person_medium-dark_skin_tone_medium_skin_tone:
🧑🏾‍❤️‍🧑🏿,U+1F9D1 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FF,:couple_with_heart_person_person_medium-dark_skin_tone_dark_skin_tone:
🧑🏿‍❤️‍🧑🏻,U+1F9D1 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FB,:couple_with_heart_person_person_dark_skin_tone_light_skin_tone:
🧑🏿‍❤️‍🧑🏼,U+1F9D1 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FC,:couple_with_heart_person_person_dark_skin_tone_medium-light_skin_tone:
🧑🏿‍❤️‍🧑🏽,U+1F9D1 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FD,:couple_with_heart_person_person_dark_skin_tone_medium_skin_tone:
🧑🏿‍❤️‍🧑🏾,U+1F9D1 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FE,:couple_with_heart_person_person_dark_skin_tone_medium-dark_skin_tone:
👨🏻‍❤️‍💋‍👨🏻,U+1F468 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FB,:kiss_man_man_light_skin_tone:
👨🏻‍❤️‍💋‍👨🏼,U+1F468 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FC,:kiss_man_man_light_skin_tone_medium-light_skin_tone:
👨🏻‍❤️‍💋‍👨🏽,U+1F468 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FD,:kiss_man_man_light_skin_tone_medium_skin_tone:
👨🏻‍❤️‍💋‍👨🏾,U+1F468 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FE,:kiss_man_man_light_skin_tone_medium-dark_skin_tone:
👨🏻‍❤️‍💋‍👨🏿,U+1F468 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FF,:kiss_man_man_light_skin_tone_dark_skin_tone:
👨🏼‍❤️‍💋‍👨🏻,U+1F468 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FB,:kiss_man_man_medium-light_skin_tone_light_skin_tone:
👨🏼‍❤️‍💋‍👨🏼,U+1F468 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FC,:kiss_man_man_medium-light_skin_tone:
👨🏼‍❤️‍💋‍👨🏽,U+1F468 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FD,:kiss_man_man_medium-light_skin_tone_medium_skin_tone:
👨🏼‍❤️‍💋‍👨🏾,U+1F468 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FE,:kiss_man_man_medium-light_skin_tone_medium-dark_skin_tone:
👨🏼‍❤️‍💋‍👨🏿,U+1F468 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FF,:kiss_man_man_medium-light_skin_tone_dark_skin_tone:
👨🏽‍❤️‍💋‍👨🏻,U+1F468 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FB,:kiss_man_man_medium_skin_tone_light_skin_tone:
👨🏽‍❤️‍💋‍👨🏼,U+1F468 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FC,:kiss_man_man_medium_skin_tone_medium-light_skin_tone:
👨🏽‍❤️‍💋‍👨🏽,U+1F468 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FD,:kiss_man_man_medium_skin_tone:
👨🏽‍❤️‍💋‍👨🏾,U+1F468 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FE,:kiss_man_man_medium_skin_tone_medium-dark_skin_tone:
👨🏽‍❤️‍💋‍👨🏿,U+1F468 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FF,:kiss_man_man_medium_skin_tone_dark_skin_tone:
👨🏾‍❤️‍💋‍👨🏻,U+1F468 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FB,:kiss_man_man_medium-dark_skin_tone_light_skin_tone:
👨🏾‍❤️‍💋‍👨🏼,U+1F468 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FC,:kiss_man_man_medium-dark_skin_tone_medium-light_skin_tone:
👨🏾‍❤️‍💋‍👨🏽,U+1F468 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FD,:kiss_man_man_medium-dark_skin_tone_medium_skin_tone:
👨🏾‍❤️‍💋‍👨🏾,U+1F468 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FE,:kiss_man_man_medium-dark_skin_tone:
👨🏾‍❤️‍💋‍👨🏿,U+1F468 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FF,:kiss_man_man_medium-dark_skin_tone_dark_skin_tone:
👨🏿‍❤️‍💋‍👨🏻,U+1F468 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FB,:kiss_man_man_dark_skin_tone_light_skin_tone:
👨🏿‍❤️‍💋‍👨🏼,U+1F468 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FC,:kiss_man_man_dark_skin_tone_medium-light_skin_tone:
👨🏿‍❤️‍💋‍👨🏽,U+1F468 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FD,:kiss_man_man_dark_skin_tone_medium_skin_tone:
👨🏿‍❤️‍💋‍👨🏾,U+1F468 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FE,:kiss_man_man_dark_skin_tone_medium-dark_skin_tone:
👨🏿‍❤️‍💋‍👨🏿,U+1F468 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FF,:kiss_man_man_dark_skin_tone:
👩🏻‍❤️‍💋‍👨🏻,U+1F469 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FB,:kiss_woman_man_light_skin_tone:
👩🏻‍❤️‍💋‍👨🏼,U+1F469 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FC,:kiss_woman_man_light_skin_tone_medium-light_skin_tone:
👩🏻‍❤️‍💋‍👨🏽,U+1F469 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FD,:kiss_woman_man_light_skin_tone_medium_skin_tone:
👩🏻‍❤️‍💋‍👨🏾,U+1F469 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FE,:kiss_woman_man_light_skin_tone_medium-dark_skin_tone:
👩🏻‍❤️‍💋‍👨🏿,U+1F469 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FF,:kiss_woman_man_light_skin_tone_dark_skin_tone:
👩🏻‍❤️‍💋‍👩🏻,U+1F469 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FB,:kiss_woman_woman_light_skin_tone:
👩🏻‍❤️‍💋‍👩🏼,U+1F469 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FC,:kiss_woman_woman_light_skin_tone_medium-light_skin_tone:
👩🏻‍❤️‍💋‍👩🏽,U+1F469 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FD,:kiss_woman_woman_light_skin_tone_medium_skin_tone:
👩🏻‍❤️‍💋‍👩🏾,U+1F469 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FE,:kiss_woman_woman_light_skin_tone_medium-dark_skin_tone:
👩🏻‍❤️‍💋‍👩🏿,U+1F469 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FF,:kiss_woman_woman_light_skin_tone_dark_skin_tone:
👩🏼‍❤️‍💋‍👨🏻,U+1F469 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FB,:kiss_woman_man_medium-light_skin_tone_light_skin_tone:
👩🏼‍❤️‍💋‍👨🏼,U+1F469 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FC,:kiss_woman_man_medium-light_skin_tone:
👩🏼‍❤️‍💋‍👨🏽,U+1F469 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FD,:kiss_woman_man_medium-light_skin_tone_medium_skin_tone:
👩🏼‍❤️‍💋‍👨🏾,U+1F469 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FE,:kiss_woman_man_medium-light_skin_tone_medium-dark_skin_tone:
👩🏼‍❤️‍💋‍👨🏿,U+1F469 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FF,:kiss_woman_man_medium-light_skin_tone_dark_skin_tone:
👩🏼‍❤️‍💋‍👩🏻,U+1F469 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FB,:kiss_woman_woman_medium-light_skin_tone_light_skin_tone:
👩🏼‍❤️‍💋‍👩🏼,U+1F469 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FC,:kiss_woman_woman_medium-light_skin_tone:
👩🏼‍❤️‍💋‍👩🏽,U+1F469 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FD,:kiss_woman_woman_medium-light_skin_tone_medium_skin_tone:
👩🏼‍❤️‍💋‍👩🏾,U+1F469 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FE,:kiss_woman_woman_medium-light_skin_tone_medium-dark_skin_tone:
👩🏼‍❤️‍💋‍👩🏿,U+1F469 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FF,:kiss_woman_woman_medium-light_skin_tone_dark_skin_tone:
👩🏽‍❤️‍💋‍👨🏻,U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FB,:kiss_woman_man_medium_skin_tone_light_skin_tone:
👩🏽‍❤️‍💋‍👨🏼,U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FC,:kiss_woman_man_medium_skin_tone_medium-light_skin_tone:
👩🏽‍❤️‍💋‍👨🏽,U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FD,:kiss_woman_man_medium_skin_tone:
👩🏽‍❤️‍💋‍👨🏾,U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FE,:kiss_woman_man_medium_skin_tone_medium-dark_skin_tone:
👩🏽‍❤️‍💋‍👨🏿,U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FF,:kiss_woman_man_medium_skin_tone_dark_skin_tone:
👩🏽‍❤️‍💋‍👩🏻,U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FB,:kiss_woman_woman_medium_skin_tone_light_skin_tone:
👩🏽‍❤️‍💋‍👩🏼,U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FC,:kiss_woman_woman_medium_skin_tone_medium-light_skin_tone:
👩🏽‍❤️‍💋‍👩🏽,U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FD,:kiss_woman_woman_medium_skin_tone:
👩🏽‍❤️‍💋‍👩🏾,U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FE,:kiss_woman_woman_medium_skin_tone_medium-dark_skin_tone:
👩🏽‍❤️‍💋‍👩🏿,U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FF,:kiss_woman_woman_medium_skin_tone_dark_skin_tone:
👩🏾‍❤️‍💋‍👨🏻,U+1F469 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FB,:kiss_woman_man_medium-dark_skin_tone_light_skin_tone:
👩🏾‍❤️‍💋‍👨🏼,U+1F469 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FC,:kiss_woman_man_medium-dark_skin_tone_medium-light_skin_tone:
👩🏾‍❤️‍💋‍👨🏽,U+1F469 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FD,:kiss_woman_man_medium-dark_skin_tone_medium_skin_tone:
👩🏾‍❤️‍💋‍👨🏾,U+1F469 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FE,:kiss_woman_man_medium-dark_skin_tone:
👩🏾‍❤️‍💋‍👨🏿,U+1F469 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FF,:kiss_woman_man_medium-dark_skin_tone_dark_skin_tone:
👩🏾‍❤️‍💋‍👩🏻,U+1F469 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FB,:kiss_woman_woman_medium-dark_skin_tone_light_skin_tone:
👩🏾‍❤️‍💋‍👩🏼,U+1F469 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FC,:kiss_woman_woman_medium-dark_skin_tone_medium-light_skin_tone:
👩🏾‍❤️‍💋‍👩🏽,U+1F469 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FD,:kiss_woman_woman_medium-dark_skin_tone_medium_skin_tone:
👩🏾‍❤️‍💋‍👩🏾,U+1F469 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FE,:kiss_woman_woman_medium-dark_skin_tone:
👩🏾‍❤️‍💋‍👩🏿,U+1F469 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FF,:kiss_woman_woman_medium-dark_skin_tone_dark_skin_tone:
👩🏿‍❤️‍💋‍👨🏻,U+1F469 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FB,:kiss_woman_man_dark_skin_tone_light_skin_tone:
👩🏿‍❤️‍💋‍👨🏼,U+1F469 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FC,:kiss_woman_man_dark_skin_tone_medium-light_skin_tone:
